,securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
109,Charter Hall Group,0P00009Y0C,0P00009Y0C,ER,0.18659,252416.0,3708078.0,1588.0,Australia,CHC,75.5876,26.3852,2,Overvalued,Narrow,Real Estate,realEstate,"{'trend': [3380316.0, 3869065.0, 3781875.0, 3708078.0]}",Equity,AU000000CHC0,,,,,,2019-10-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,11.4253,4.0,2025-12-03T06:00:00.000,Low,,,1,Qual,ST,AUS,Australian Dollar,3708078.18,False
110,Shenzhou International Group Holdings Ltd,0P00009S94,0P00009S94,E,0.18507,426000.0,3677800.0,2800.0,Hong Kong,02313,6.2052,10.8814,5,Undervalued,Narrow,Consumer Cyclical,consumerCyclical,"{'trend': [3177806.0, 3355537.0, 3353334.0, 3677800.0]}",Equity,KYG8087W1015,,,,,,2024-09-30T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,20.4101,3.0,2025-12-03T06:00:00.000,Medium,,,5,Qual,ST,CYM,Hong Kong Dollar,3677800.37,False
111,GPT Group,0P00009Y0S,0P00009Y0S,ER,0.18214,1031520.0,3619525.0,6520.0,Australia,GPT,27.4554,18.8324,3,Fairly Valued,None,Real Estate,realEstate,"{'trend': [3488396.0, 3769751.0, 3647942.0, 3619525.0]}",Equity,AU000000GPT8,,,,,,2019-10-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,11.2175,4.0,2025-12-03T06:00:00.000,Low,,,4,Qual,ST,AUS,Australian Dollar,3619525.09,False
112,REA Group Ltd,0P00006X2Q,0P00006X2Q,E,0.1791,25514.0,3559187.0,160.0,Australia,REA,-19.5602,39.2157,1,Overvalued,Wide,Communication Services,communicationsServices,"{'trend': [4057797.0, 4187492.0, 3882585.0, 3559187.0]}",Equity,AU000000REA9,,,,,,2014-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,24.0526,3.0,2025-12-03T06:00:00.000,Medium,,,2,Qual,ST,AUS,Australian Dollar,3559186.7,False
113,Nextdc Ltd,0P0000RYF6,0P0000RYF6,E,0.17813,343105.0,3539912.0,2176.0,Australia,NXT,-12.8949,-111.1111,4,Undervalued,None,Technology,technology,"{'trend': [3306610.0, 3713851.0, 3823086.0, 3539912.0]}",Equity,AU000000NXT8,,,,,,2020-09-30T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,15.3108,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,3539911.54,True
114,Sonic Healthcare Ltd,0P00006WXE,0P00006WXE,E,0.17611,252649.0,3499793.0,1528.0,Australia,SHL,-13.6655,18.9036,5,Undervalued,Narrow,Healthcare,healthcare,"{'trend': [4496420.0, 3853644.0, 3568269.0, 3499793.0]}",Equity,AU000000SHL7,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,18.2537,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,3499793.31,True
115,LG Electronics Inc,0P0000ARJE,0P0000ARJE,E,0.17465,56448.0,3470675.0,356.0,South Korea,066570,10.9339,8.547,3,Fairly Valued,,Technology,technology,"{'trend': [3240832.0, 2998791.0, 3022384.0, 3470675.0]}",Equity,KR7066570003,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,17.1424,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,3470675.42,True
116,Infratil Ltd,0P00007XVO,0P00007XVO,E,0.17427,489280.0,3463101.0,3012.0,New Zealand,IFT,-3.4583,48.3092,3,Fairly Valued,,Industrials,industrials,"{'trend': [3415830.0, 3226473.0, 3487041.0, 3463101.0]}",Equity,NZIFTE0003S3,,,,,,2021-03-31T05:00:00.000,,,NZD,,,,,0,,,,,,,0,,,,6.561,5.0,2025-12-03T06:00:00.000,Negligible,,,3,Quan,ST,NZL,New Zealand Dollar,3463100.67,False
117,Vicinity Centres,0P0000UUDU,0P0000UUDU,ER,0.17107,2060685.0,3399549.0,12876.0,Australia,VCX,31.7073,17.0648,3,Fairly Valued,None,Real Estate,realEstate,"{'trend': [3387071.0, 3495145.0, 3420107.0, 3399549.0]}",Equity,AU000000VCX7,,,,,,2019-10-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,11.5333,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,3399548.96,False
118,SK Inc,0P0000N5QZ,0P0000N5QZ,E,0.1708,19461.0,3394321.0,112.0,South Korea,034730,100.6579,,3,Fairly Valued,,Industrials,industrials,"{'trend': [3811007.0, 3752429.0, 2896041.0, 3394321.0]}",Equity,KR7034730002,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,32.4721,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,KOR,South Korean Won,3394320.76,False
119,Ecopro Co Ltd,0P0000AYIC,0P0000AYIC,E,0.16935,54486.0,3365340.0,348.0,South Korea,086520,59.2857,,3,Fairly Valued,,Industrials,industrials,"{'trend': [1987109.0, 1977413.0, 1830903.0, 3365340.0]}",Equity,KR7086520004,,,,,,2023-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,45.6562,1.0,2025-12-03T06:00:00.000,Severe,,,3,Quan,ST,KOR,South Korean Won,3365339.88,False
120,Hongkong Land Holdings Ltd,0P0000A60C,0P0000A60C,E,0.1688,549000.0,3354390.0,3600.0,Singapore,H78,60.1732,19.3798,3,Fairly Valued,Narrow,Real Estate,realEstate,"{'trend': [3456365.0, 3429220.0, 3452382.0, 3354390.0]}",Equity,BMG4587L1090,,,,,,2018-03-31T05:00:00.000,,,USD,,,,,0,,,,,,,0,,,,12.5904,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,BMU,US Dollar,3354390.0,False
121,BlueScope Steel Ltd,0P00006WBG,0P00006WBG,E,0.16843,223275.0,3347224.0,1396.0,Australia,BSL,17.4474,15.5039,2,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [3533062.0, 3356317.0, 3336571.0, 3347224.0]}",Equity,AU000000BSL0,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,25.8671,3.0,2025-12-03T06:00:00.000,Medium,,,2,Qual,ST,AUS,Australian Dollar,3347223.64,False
122,SGH Ltd,0P0000NPEP,0P0000NPEP,E,0.16522,103410.0,3283322.0,656.0,Australia,SGH,0.9574,19.1939,3,Fairly Valued,Narrow,Industrials,industrials,"{'trend': [3518959.0, 3420362.0, 3400243.0, 3283322.0]}",Equity,AU0000364754,,,,,,2018-09-30T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,22.379,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,3283321.62,False
123,Pilbara Minerals Ltd,0P0000A1H8,0P0000A1H8,E,0.16499,1517739.0,3278840.0,9504.0,Australia,PLS,73.7288,204.0816,2,Overvalued,Narrow,Basic Materials,basicMaterials,"{'trend': [1619255.0, 2442859.0, 2518948.0, 3278840.0]}",Equity,AU000000PLS0,,,,,,2022-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,26.1623,3.0,2025-12-03T06:00:00.000,Medium,,,2,Qual,ST,AUS,Australian Dollar,3278839.69,False
124,Seek Ltd,0P00006WWJ,0P00006WWJ,E,0.16408,183791.0,3260639.0,1160.0,Australia,SEK,-4.3443,48.3092,3,Fairly Valued,Narrow,Communication Services,communicationsServices,"{'trend': [2953610.0, 3337285.0, 3450813.0, 3260639.0]}",Equity,AU000000SEK6,,,,,,2014-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,20.013,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,3260638.72,False
125,HD Hyundai,0P0001AFHD,0P0001AFHD,E,0.16302,22515.0,3239568.0,144.0,South Korea,267250,173.9075,,2,Overvalued,,Energy,energy,"{'trend': [2380540.0, 2214408.0, 2477783.0, 3239568.0]}",Equity,KR7267250009,,,,,,2017-06-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,33.7377,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,KOR,South Korean Won,3239568.35,False
126,Mirvac Group,0P00009Y17,0P00009Y17,ER,0.16093,2124019.0,3198125.0,13300.0,Australia,MGR,5.9406,15.873,4,Undervalued,None,Real Estate,realEstate,"{'trend': [3168060.0, 3281760.0, 3175455.0, 3198125.0]}",Equity,AU000000MGR9,,,,,,2019-10-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,13.4197,4.0,2025-12-03T06:00:00.000,Low,,,5,Qual,ST,AUS,Australian Dollar,3198124.62,False
127,Sands China Ltd Shs Unitary 144A/Reg S,0P0000N8VY,0P0000N8VY,E,0.15814,1206800.0,3142692.0,8000.0,Macao,01928,-3.105,17.1821,3,Fairly Valued,Narrow,Consumer Cyclical,consumerCyclical,"{'trend': [3025056.0, 3150726.0, 3343525.0, 3142692.0]}",Equity,KYG7800X1079,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,16.6738,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,CYM,Hong Kong Dollar,3142692.16,False
128,MTR Corp Ltd,0P00009RQJ,0P00009RQJ,E,0.15795,856000.0,3138880.0,6000.0,Hong Kong,00066,14.484,14.43,3,Fairly Valued,Narrow,Industrials,industrials,"{'trend': [3166879.0, 2894381.0, 2881986.0, 3138880.0]}",Equity,HK0066009694,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,21.7917,3.0,2025-12-03T06:00:00.000,Medium,,,4,Qual,ST,HKG,Hong Kong Dollar,3138879.6,False
129,HUB24 Ltd,0P0000A140,0P0000A140,E,0.15701,41750.0,3120180.0,220.0,Australia,HUB,41.986,67.1141,1,Overvalued,None,Financial Services,financialService,"{'trend': [2773319.0, 3120180.0, None, None]}",Equity,AU000000HUB4,,,,,,2025-09-30T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,17.4831,4.0,2025-12-03T06:00:00.000,Low,,,1,Qual,ST,AUS,Australian Dollar,3120179.57,False
130,Meritz Financial Group,0P0000TELN,0P0000TELN,E,0.15657,40117.0,3111373.0,256.0,South Korea,138040,10.6897,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [3491118.0, 3684856.0, 3224563.0, 3111373.0]}",Equity,KR7138040001,,,,,,2022-03-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,25.9132,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,3111372.87,False
131,SK Innovation Co Ltd,0P0000AX0H,0P0000AX0H,E,0.15263,33526.0,3033165.0,208.0,South Korea,096770,-1.5293,27.027,3,Fairly Valued,,Energy,energy,"{'trend': [2705514.0, 2435752.0, 2386557.0, 3033165.0]}",Equity,KR7096770003,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,31.8137,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,KOR,South Korean Won,3033164.7,False
132,Ecopro BM Co Ltd Ordinary Shares,0P0001GZPV,0P0001GZPV,E,0.14586,25812.0,2898698.0,164.0,South Korea,247540,30.467,,3,Fairly Valued,,Industrials,industrials,"{'trend': [2147015.0, 2254263.0, 2065660.0, 2898698.0]}",Equity,KR7247540008,,,,,,2021-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,33.5966,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,KOR,South Korean Won,2898698.02,False
133,Mineral Resources Ltd,0P00006Y34,0P00006Y34,E,0.14343,89959.0,2850356.0,568.0,Australia,MIN,40.9645,21.5054,4,Undervalued,None,Basic Materials,basicMaterials,"{'trend': [1705360.0, 2202361.0, 2437293.0, 2850356.0]}",Equity,AU000000MIN4,,,,,,2020-09-30T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,24.746,3.0,2025-12-03T06:00:00.000,Medium,,,4,Qual,ST,AUS,Australian Dollar,2850356.16,False
134,Krafton Inc,0P0001N2HR,0P0001N2HR,E,0.14282,14651.0,2838165.0,92.0,South Korea,259960,-23.5023,12.3609,3,Fairly Valued,,Communication Services,communicationsServices,"{'trend': [3643394.0, 3509745.0, 3035179.0, 2838165.0]}",Equity,KR7259960003,,,,,,2021-07-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,18.2878,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,2838165.29,True
135,Korea Investment Holdings Co Ltd,0P0000BLII,0P0000BLII,E,0.14213,22074.0,2824418.0,136.0,South Korea,071050,125.5,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [2350611.0, 2130969.0, 2267211.0, 2824418.0]}",Equity,KR7071050009,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,24.8073,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,2824418.46,False
136,HYBE Ordinary Shares,0P0001KW2C,0P0001KW2C,E,0.14174,11769.0,2816795.0,72.0,South Korea,352820,52.0548,32.2581,2,Overvalued,,Communication Services,communicationsServices,"{'trend': [2269222.0, 2432249.0, 2217599.0, 2816795.0]}",Equity,KR7352820005,,,,,,2021-06-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,13.3854,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,KOR,South Korean Won,2816795.23,False
137,Hyundai Motor Co Participating Preferred,0P0000D3T7,0P0000D3T7,E,0.14103,18150.0,2802597.0,120.0,South Korea,005387,40.7663,4.6926,5,Undervalued,,Consumer Cyclical,consumerCyclical,"{'trend': [2305391.0, 2279914.0, 2139621.0, 2802597.0]}",Equity,KR7005382007,,304002,corporate,Preferred,Consumer Cyclical,2017-10-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,18.5689,4.0,2025-12-03T06:00:00.000,Low,,,5,Quan,ST,KOR,South Korean Won,2802596.95,False
138,Korea Aerospace Industries Ltd,0P0000TLID,0P0000TLID,E,0.13843,37905.0,2750923.0,240.0,South Korea,047810,109.8004,,1,Overvalued,,Industrials,industrials,"{'trend': [2658238.0, 2596438.0, 2899269.0, 2750923.0]}",Equity,KR7047810007,,,,,,2015-03-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,40.0999,1.0,2025-12-03T06:00:00.000,Severe,,,1,Quan,ST,KOR,South Korean Won,2750922.62,False
139,Dexus,0P00009Y0L,0P00009Y0L,ER,0.13708,571576.0,2724046.0,3508.0,Australia,DXS,7.7941,15.456,4,Undervalued,None,Real Estate,realEstate,"{'trend': [2673747.0, 2802494.0, 2703177.0, 2724046.0]}",Equity,AU000000DXS1,,,,,,2019-10-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,9.1499,5.0,2025-12-03T06:00:00.000,Negligible,,,5,Qual,ST,AUS,Australian Dollar,2724046.48,False
140,Samsung SDS Co Ltd,0P00013YN9,0P00013YN9,E,0.13665,21142.0,2715554.0,140.0,South Korea,018260,28.9531,16.9492,3,Fairly Valued,,Technology,technology,"{'trend': [2521712.0, 2238028.0, 2457880.0, 2715554.0]}",Equity,KR7018260000,,,,,,2014-11-30T06:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,15.6174,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,2715554.31,False
141,Posco Future M,0P0000CKWV,0P0000CKWV,E,0.13424,17556.0,2667748.0,108.0,South Korea,003670,31.3995,,3,Fairly Valued,,Industrials,industrials,"{'trend': [1783613.0, 1712573.0, 1784532.0, 2667748.0]}",Equity,KR7003670007,,,,,,2019-03-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,29.3734,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,2667748.03,False
142,Qantas Airways Ltd,0P00006WUB,0P00006WUB,E,0.13423,399468.0,2667419.0,2476.0,Australia,QAN,15.2,8.6207,3,Fairly Valued,None,Industrials,industrials,"{'trend': [2887279.0, 3074888.0, 2873122.0, 2667419.0]}",Equity,AU000000QAN2,,,,,,2015-11-30T06:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,24.915,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,2667419.47,False
143,Hyundai Glovis Co Ltd,0P0000AI25,0P0000AI25,E,0.13348,20017.0,2652542.0,124.0,South Korea,086280,57.7608,7.3046,3,Fairly Valued,,Industrials,industrials,"{'trend': [2198673.0, 2663504.0, 2345107.0, 2652542.0]}",Equity,KR7086280005,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,17.2893,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,2652542.27,False
144,LG Corp,0P0000BTT8,0P0000BTT8,E,0.13206,46564.0,2624383.0,280.0,South Korea,003550,15.6168,,5,Undervalued,,Technology,technology,"{'trend': [2734422.0, 2489460.0, 2375146.0, 2624383.0]}",Equity,KR7003550001,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,43.9348,1.0,2025-12-03T06:00:00.000,Severe,,,5,Quan,ST,KOR,South Korean Won,2624382.66,False
145,SITC International Holdings Co Ltd,0P0000PYO6,0P0000PYO6,E,0.13008,702000.0,2585013.0,4000.0,Hong Kong,01308,53.4,,2,Overvalued,,Industrials,industrials,"{'trend': [2324541.0, 2470992.0, 2687790.0, 2585013.0]}",Equity,KYG8187G1055,,,,,,2020-03-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,17.7206,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,CYM,Hong Kong Dollar,2585013.25,False
146,Qube Holdings Ltd,0P0000A1HT,0P0000A1HT,E,0.12994,898527.0,2582289.0,5428.0,Australia,QUB,25.2083,27.8552,3,Fairly Valued,Narrow,Industrials,industrials,"{'trend': [2664553.0, 2516478.0, 2432714.0, 2582289.0]}",Equity,AU000000QUB5,,,,,,2019-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,23.0923,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,2582288.74,False
147,Ampol Ltd,0P00006WCO,0P00006WCO,E,0.12951,128057.0,2573658.0,796.0,Australia,ALD,20.4074,15.2207,3,Fairly Valued,None,Energy,energy,"{'trend': [2322437.0, 2465554.0, 2522676.0, 2573658.0]}",Equity,AU0000088338,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,37.4609,2.0,2025-12-03T06:00:00.000,High,,,3,Qual,ST,AUS,Australian Dollar,2573658.08,False
148,Bendigo and Adelaide Bank Ltd,0P00006WAU,0P00006WAU,E,0.12556,301309.0,2495237.0,1852.0,Australia,BEN,-16.0728,11.7233,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [2442402.0, 2633008.0, 2593939.0, 2495237.0]}",Equity,AU000000BEN6,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,20.5602,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,2495236.87,False
149,Henderson Land Development Co Ltd,0P00009RP9,0P00009RP9,E,0.12505,707988.0,2484999.0,4000.0,Hong Kong,00012,25.04,13.3333,3,Fairly Valued,None,Real Estate,realEstate,"{'trend': [2536264.0, 2442951.0, 2482833.0, 2484999.0]}",Equity,HK0012000102,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,17.9297,4.0,2025-12-03T06:00:00.000,Low,,,4,Qual,ST,HKG,Hong Kong Dollar,2484999.44,False
150,LS Electric Co Ltd,0P0000AF2O,0P0000AF2O,E,0.12478,8122.0,2479782.0,52.0,South Korea,010120,228.3226,,1,Overvalued,,Industrials,industrials,"{'trend': [1877150.0, 1661468.0, 1636374.0, 2479782.0]}",Equity,KR7010120004,,,,,,2024-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,22.437,3.0,2025-12-03T06:00:00.000,Medium,,,1,Quan,ST,KOR,South Korean Won,2479782.42,False
151,Doosan Corp Ordinary Shares,0P0000BUJK,0P0000BUJK,E,0.12475,3722.0,2479156.0,24.0,South Korea,000150,259.6708,37.3134,2,Overvalued,,Industrials,industrials,"{'trend': [1425906.0, 2479156.0, None, None]}",Equity,KR7000150003,,,,,,2025-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,25.986,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,2479156.34,False
152,Contact Energy Ltd,0P00007XW0,0P00007XW0,E,0.12433,462952.0,2470820.0,2444.0,New Zealand,CEN,10.4427,23.0947,3,Fairly Valued,Narrow,Utilities,utilities,"{'trend': [2236467.0, 2151089.0, 2433285.0, 2470820.0]}",Equity,NZCENE0001S6,,,,,,2013-05-31T05:00:00.000,,,NZD,,,,,0,,,,,,,0,,,,28.7152,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,NZL,New Zealand Dollar,2470819.72,False
153,CapitaLand Investment Ltd,0P0001NCUL,0P0001UJML,E,0.1239,1213800.0,2462201.0,7600.0,Singapore,9CI,7.5472,15.5521,4,Undervalued,None,Real Estate,realEstate,"{'trend': [2686465.0, 2607049.0, 2516815.0, 2462201.0]}",Equity,SGXE62145532,,,,,,2021-09-30T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,11.4443,4.0,2025-12-03T06:00:00.000,Low,,,5,Qual,ST,SGP,Singapore Dollar,2462201.39,False
154,Yuhan Corp,0P0000AMJO,0P0000AMJO,E,0.12295,29502.0,2443401.0,184.0,South Korea,000100,0.5133,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [2597468.0, 2409849.0, 2488702.0, 2443401.0]}",Equity,KR7000100008,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,28.7879,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,2443401.3,False
155,Worley Ltd,0P00006X2A,0P00006X2A,E,0.12287,260824.0,2441702.0,1680.0,Australia,WOR,-1.3605,14.6199,3,Fairly Valued,None,Energy,energy,"{'trend': [2357992.0, 2562734.0, 2413055.0, 2441702.0]}",Equity,AU000000WOR2,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,23.3489,3.0,2025-12-03T06:00:00.000,Medium,,,4,Qual,ST,AUS,Australian Dollar,2441702.44,False
156,Sino Land Co Ltd,0P00009RQW,0P00009RQW,E,0.12271,1964000.0,2438512.0,16000.0,Hong Kong,00083,41.9676,,3,Fairly Valued,,Real Estate,realEstate,"{'trend': [2328790.0, 2323359.0, 2466171.0, 2438512.0]}",Equity,HK0083000502,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,16.4596,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,HKG,Hong Kong Dollar,2438511.62,False
157,LIG Nex1 Co Ltd,0P00016R8K,0P00016R8K,E,0.12186,6648.0,2421696.0,40.0,South Korea,079550,95.5353,,1,Overvalued,,Industrials,industrials,"{'trend': [2416096.0, 2421696.0, None, None]}",Equity,KR7079550000,,,,,,2025-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,34.9352,2.0,2025-12-03T06:00:00.000,High,,,1,Quan,ST,KOR,South Korean Won,2421696.44,False
158,Wharf Real Estate Investment Co Ltd,0P0001C950,0P0001C950,E,0.11847,828000.0,2354391.0,4000.0,Hong Kong,01997,24.0758,10.7875,4,Undervalued,Narrow,Real Estate,realEstate,"{'trend': [2752446.0, 2409051.0, 2435864.0, 2354391.0]}",Equity,KYG9593A1040,,,,,,2017-11-30T06:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,14.2704,4.0,2025-12-03T06:00:00.000,Low,,,5,Qual,ST,CYM,Hong Kong Dollar,2354391.29,False
159,Sembcorp Industries Ltd,0P0000A6AM,0P0000A6AM,E,0.11841,469000.0,2353198.0,2800.0,Singapore,U96,10.7527,,3,Fairly Valued,,Industrials,industrials,"{'trend': [2901589.0, 2224090.0, 2176950.0, 2353198.0]}",Equity,SG1R50925390,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,27.0613,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,SGP,Singapore Dollar,2353198.36,False
160,The a2 Milk Co Ltd,0P00015NU3,0P00015NU3,E,0.11818,376438.0,2348527.0,2336.0,New Zealand,A2M,56.4128,30.1205,2,Overvalued,Narrow,Consumer Defensive,consumerDefensive,"{'trend': [2012686.0, 2358964.0, 2139688.0, 2348527.0]}",Equity,NZATME0002S8,,,,,,2018-09-30T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,30.4571,2.0,2025-12-03T06:00:00.000,High,,,2,Qual,ST,NZL,Australian Dollar,2348526.73,False
161,Wilmar International Ltd,0P0000A6QL,0P0000A6QL,E,0.11376,939969.0,2260635.0,5600.0,Singapore,F34,4.902,10.2881,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [2208081.0, 2169087.0, 2065585.0, 2260635.0]}",Equity,SG1T56930848,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,29.219,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,SGP,Singapore Dollar,2260634.65,True
162,HANMI Semiconductor Co Ltd,0P0000APDA,0P0000APDA,E,0.1137,22402.0,2259461.0,144.0,South Korea,,,,,,,,,"{'trend': [1532042.0, 1401324.0, 1530877.0, 2259461.0]}",Equity,KR7042700005,,,,,,2024-03-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,27.4196,3.0,2025-12-03T06:00:00.000,Medium,,,,,ST,KOR,South Korean Won,2259461.24,
163,HMM,0P0000CADE,0P0000CADE,E,0.11352,156408.0,2255964.0,1048.0,South Korea,011200,14.6001,,4,Undervalued,,Industrials,industrials,"{'trend': [2723873.0, 2485469.0, 2220140.0, 2255964.0]}",Equity,KR7011200003,,,,,,2021-03-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,13.0948,4.0,2025-12-03T06:00:00.000,Low,,,4,Quan,ST,KOR,South Korean Won,2255963.78,False
164,Meridian Energy Ltd,0P0000ZT99,0P0000ZT99,E,0.11345,665045.0,2254561.0,4188.0,New Zealand,MEL,1.6129,30.9598,3,Fairly Valued,Narrow,Utilities,utilities,"{'trend': [2317068.0, 2246478.0, 2137357.0, 2254561.0]}",Equity,NZMELE0002S7,,,,,,2016-03-31T05:00:00.000,,,NZD,,,,,0,,,,,,,0,,,,19.5446,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,NZL,New Zealand Dollar,2254560.64,False
